panel,location,lon,lat,value
b_pm25_episode,grid_23.60_115.00,115.0,23.6,14.4
b_pm25_episode,grid_23.60_115.20,115.2,23.6,14.4
b_pm25_episode,grid_23.60_115.40,115.4,23.6,15.896
b_pm25_episode,grid_23.60_115.60,115.6,23.6,15.896
b_pm25_episode,grid_23.80_112.00,112.0,23.8,17.288
b_pm25_episode,grid_23.80_112.20,112.2,23.8,14.892
b_pm25_episode,grid_23.80_112.40,112.4,23.8,14.892
b_pm25_episode,grid_23.80_112.60,112.6,23.8,15.612
b_pm25_episode,grid_23.80_112.80,112.8,23.8,15.612
b_pm25_episode,grid_23.80_113.00,113.0,23.8,16.283
b_pm25_episode,grid_23.80_113.20,113.2,23.8,16.283
b_pm25_episode,grid_23.80_113.40,113.4,23.8,14.929
b_pm25_episode,grid_23.80_113.60,113.6,23.8,14.929
b_pm25_episode,grid_23.80_113.80,113.8,23.8,14.929
b_pm25_episode,grid_23.80_114.00,114.0,23.8,11.283
b_pm25_episode,grid_23.80_114.20,114.2,23.8,12.25
b_pm25_episode,grid_23.80_114.40,114.4,23.8,12.25
b_pm25_episode,grid_23.80_114.60,114.6,23.8,13.321
b_pm25_episode,grid_23.80_114.80,114.8,23.8,13.321
b_pm25_episode,grid_23.80_115.00,115.0,23.8,17.921
b_pm25_episode,grid_23.80_115.20,115.2,23.8,17.921
b_pm25_episode,grid_23.80_115.40,115.4,23.8,21.817
b_pm25_episode,grid_23.80_115.60,115.6,23.8,21.817
b_pm25_episode,grid_24.00_112.00,112.0,24.0,17.288
b_pm25_episode,grid_24.00_112.20,112.2,24.0,14.892
b_pm25_episode,grid_24.00_112.40,112.4,24.0,14.892
b_pm25_episode,grid_24.00_112.60,112.6,24.0,15.612
b_pm25_episode,grid_24.00_112.80,112.8,24.0,15.612
b_pm25_episode,grid_24.00_113.00,113.0,24.0,16.283
b_pm25_episode,grid_24.00_113.20,113.2,24.0,16.283
b_pm25_episode,grid_24.00_113.40,113.4,24.0,14.929
b_pm25_episode,grid_24.00_113.60,113.6,24.0,14.929
b_pm25_episode,grid_24.00_113.80,113.8,24.0,14.929
b_pm25_episode,grid_24.00_114.00,114.0,24.0,11.283
b_pm25_episode,grid_24.00_114.20,114.2,24.0,12.25
b_pm25_episode,grid_24.00_114.40,114.4,24.0,12.25
b_pm25_episode,grid_24.00_114.60,114.6,24.0,13.321
b_pm25_episode,grid_24.00_114.80,114.8,24.0,13.321
b_pm25_episode,grid_24.00_115.00,115.0,24.0,17.921
b_pm25_episode,grid_24.00_115.20,115.2,24.0,17.921
b_pm25_episode,grid_24.00_115.40,115.4,24.0,21.817
b_pm25_episode,grid_24.00_115.60,115.6,24.0,21.817
c_o3_high_day,grid_21.80_112.00,112.0,21.8,71.173
c_o3_high_day,grid_21.80_112.20,112.2,21.8,83.865
c_o3_high_day,grid_21.80_112.40,112.4,21.8,83.865
c_o3_high_day,grid_21.80_112.60,112.6,21.8,95.536
c_o3_high_day,grid_21.80_112.80,112.8,21.8,95.536
c_o3_high_day,grid_21.80_113.00,113.0,21.8,102.742
c_o3_high_day,grid_21.80_113.20,113.2,21.8,102.742
c_o3_high_day,grid_21.80_113.40,113.4,21.8,89.222
c_o3_high_day,grid_21.80_113.60,113.6,21.8,89.222
c_o3_high_day,grid_21.80_113.80,113.8,21.8,89.222
c_o3_high_day,grid_21.80_114.00,114.0,21.8,85.842
c_o3_high_day,grid_21.80_114.20,114.2,21.8,94.452
c_o3_high_day,grid_21.80_114.40,114.4,21.8,94.452
c_o3_high_day,grid_21.80_114.60,114.6,21.8,80.421
c_o3_high_day,grid_21.80_114.80,114.8,21.8,80.421
c_o3_high_day,grid_21.80_115.00,115.0,21.8,52.742
c_o3_high_day,grid_21.80_115.20,115.2,21.8,52.742
c_o3_high_day,grid_21.80_115.40,115.4,21.8,33.227
c_o3_high_day,grid_21.80_115.60,115.6,21.8,33.227
c_o3_high_day,grid_22.00_112.00,112.0,22.0,71.173
c_o3_high_day,grid_22.00_112.20,112.2,22.0,83.865
c_o3_high_day,grid_22.00_112.40,112.4,22.0,83.865
c_o3_high_day,grid_22.00_112.60,112.6,22.0,95.536
c_o3_high_day,grid_22.00_112.80,112.8,22.0,95.536
c_o3_high_day,grid_22.00_113.00,113.0,22.0,102.742
c_o3_high_day,grid_22.00_113.20,113.2,22.0,102.742
c_o3_high_day,grid_22.00_113.40,113.4,22.0,89.222
c_o3_high_day,grid_22.00_113.60,113.6,22.0,89.222
c_o3_high_day,grid_22.00_113.80,113.8,22.0,89.222
c_o3_high_day,grid_22.00_114.00,114.0,22.0,85.842
c_o3_high_day,grid_22.00_114.20,114.2,22.0,94.452
c_o3_high_day,grid_22.00_114.40,114.4,22.0,94.452
c_o3_high_day,grid_22.00_114.60,114.6,22.0,80.421
c_o3_high_day,grid_22.00_114.80,114.8,22.0,80.421
c_o3_high_day,grid_22.00_115.00,115.0,22.0,52.742
c_o3_high_day,grid_22.00_115.20,115.2,22.0,52.742
c_o3_high_day,grid_22.00_115.40,115.4,22.0,33.227
c_o3_high_day,grid_22.00_115.60,115.6,22.0,33.227
c_o3_high_day,grid_22.20_112.00,112.0,22.2,70.089
c_o3_high_day,grid_22.20_112.20,112.2,22.2,79.656
c_o3_high_day,grid_22.20_112.40,112.4,22.2,79.656
c_o3_high_day,grid_22.20_112.60,112.6,22.2,90.497
c_o3_high_day,grid_22.20_112.80,112.8,22.2,90.497
c_o3_high_day,grid_22.20_113.00,113.0,22.2,94.196
c_o3_high_day,grid_22.20_113.20,113.2,22.2,94.196
c_o3_high_day,grid_22.20_113.40,113.4,22.2,78.252
c_o3_high_day,grid_22.20_113.60,113.6,22.2,78.252
c_o3_high_day,grid_22.20_113.80,113.8,22.2,78.252
c_o3_high_day,grid_22.20_114.00,114.0,22.2,63.329
c_o3_high_day,grid_22.20_114.20,114.2,22.2,88.648
c_o3_high_day,grid_22.20_114.40,114.4,22.2,88.648
c_o3_high_day,grid_22.20_114.60,114.6,22.2,93.75
c_o3_high_day,grid_22.20_114.80,114.8,22.2,93.75
c_o3_high_day,grid_22.20_115.00,115.0,22.2,76.084
c_o3_high_day,grid_22.20_115.20,115.2,22.2,76.084
c_o3_high_day,grid_22.20_115.40,115.4,22.2,48.916
c_o3_high_day,grid_22.20_115.60,115.6,22.2,48.916
c_o3_high_day,grid_22.40_112.00,112.0,22.4,70.089
c_o3_high_day,grid_22.40_112.20,112.2,22.4,79.656
c_o3_high_day,grid_22.40_112.40,112.4,22.4,79.656
c_o3_high_day,grid_22.40_112.60,112.6,22.4,90.497
c_o3_high_day,grid_22.40_112.80,112.8,22.4,90.497
c_o3_high_day,grid_22.40_113.00,113.0,22.4,94.196
c_o3_high_day,grid_22.40_113.20,113.2,22.4,94.196
c_o3_high_day,grid_22.40_113.40,113.4,22.4,78.252
c_o3_high_day,grid_22.40_113.60,113.6,22.4,78.252
c_o3_high_day,grid_22.40_113.80,113.8,22.4,78.252
c_o3_high_day,grid_22.40_114.00,114.0,22.4,63.329
c_o3_high_day,grid_22.40_114.20,114.2,22.4,88.648
c_o3_high_day,grid_22.40_114.40,114.4,22.4,88.648
c_o3_high_day,grid_22.40_114.60,114.6,22.4,93.75
c_o3_high_day,grid_22.40_114.80,114.8,22.4,93.75
c_o3_high_day,grid_22.40_115.00,115.0,22.4,76.084
c_o3_high_day,grid_22.40_115.20,115.2,22.4,76.084
c_o3_high_day,grid_22.40_115.40,115.4,22.4,48.916
c_o3_high_day,grid_22.40_115.60,115.6,22.4,48.916
c_o3_high_day,grid_22.60_112.00,112.0,22.6,65.242
c_o3_high_day,grid_22.60_112.20,112.2,22.6,71.301
c_o3_high_day,grid_22.60_112.40,112.4,22.6,71.301
c_o3_high_day,grid_22.60_112.60,112.6,22.6,74.107
c_o3_high_day,grid_22.60_112.80,112.8,22.6,74.107
c_o3_high_day,grid_22.60_113.00,113.0,22.6,78.635
c_o3_high_day,grid_22.60_113.20,113.2,22.6,78.635
c_o3_high_day,grid_22.60_113.40,113.4,22.6,82.844
c_o3_high_day,grid_22.60_113.60,113.6,22.6,82.844
c_o3_high_day,grid_22.60_113.80,113.8,22.6,82.844
c_o3_high_day,grid_22.60_114.00,114.0,22.6,70.089
c_o3_high_day,grid_22.60_114.20,114.2,22.6,67.092
c_o3_high_day,grid_22.60_114.40,114.4,22.6,67.092
c_o3_high_day,grid_22.60_114.60,114.6,22.6,75.128
c_o3_high_day,grid_22.60_114.80,114.8,22.6,75.128
c_o3_high_day,grid_22.60_115.00,115.0,22.6,69.834
c_o3_high_day,grid_22.60_115.20,115.2,22.6,69.834
c_o3_high_day,grid_22.60_115.40,115.4,22.6,61.607
c_o3_high_day,grid_22.60_115.60,115.6,22.6,61.607
c_o3_high_day,grid_22.80_112.00,112.0,22.8,65.242
c_o3_high_day,grid_22.80_112.20,112.2,22.8,71.301
c_o3_high_day,grid_22.80_112.40,112.4,22.8,71.301
c_o3_high_day,grid_22.80_112.60,112.6,22.8,74.107
c_o3_high_day,grid_22.80_112.80,112.8,22.8,74.107
c_o3_high_day,grid_22.80_113.00,113.0,22.8,78.635
c_o3_high_day,grid_22.80_113.20,113.2,22.8,78.635
c_o3_high_day,grid_22.80_113.40,113.4,22.8,82.844
c_o3_high_day,grid_22.80_113.60,113.6,22.8,82.844
c_o3_high_day,grid_22.80_113.80,113.8,22.8,82.844
c_o3_high_day,grid_22.80_114.00,114.0,22.8,70.089
c_o3_high_day,grid_22.80_114.20,114.2,22.8,67.092
c_o3_high_day,grid_22.80_114.40,114.4,22.8,67.092
c_o3_high_day,grid_22.80_114.60,114.6,22.8,75.128
c_o3_high_day,grid_22.80_114.80,114.8,22.8,75.128
c_o3_high_day,grid_22.80_115.00,115.0,22.8,69.834
c_o3_high_day,grid_22.80_115.20,115.2,22.8,69.834
c_o3_high_day,grid_22.80_115.40,115.4,22.8,61.607
c_o3_high_day,grid_22.80_115.60,115.6,22.8,61.607
c_o3_high_day,grid_23.00_112.00,112.0,23.0,58.928
c_o3_high_day,grid_23.00_112.20,112.2,23.0,60.077
c_o3_high_day,grid_23.00_112.40,112.4,23.0,60.077
c_o3_high_day,grid_23.00_112.60,112.6,23.0,67.347
c_o3_high_day,grid_23.00_112.80,112.8,23.0,67.347
c_o3_high_day,grid_23.00_113.00,113.0,23.0,60.969
c_o3_high_day,grid_23.00_113.20,113.2,23.0,60.969
c_o3_high_day,grid_23.00_113.40,113.4,23.0,50.701
c_o3_high_day,grid_23.00_113.60,113.6,23.0,50.701
c_o3_high_day,grid_23.00_113.80,113.8,23.0,50.701
c_o3_high_day,grid_23.00_114.00,114.0,23.0,52.423
c_o3_high_day,grid_23.00_114.20,114.2,23.0,55.102
c_o3_high_day,grid_23.00_114.40,114.4,23.0,55.102
c_o3_high_day,grid_23.00_114.60,114.6,23.0,51.849
c_o3_high_day,grid_23.00_114.80,114.8,23.0,51.849
c_o3_high_day,grid_23.00_115.00,115.0,23.0,47.576
c_o3_high_day,grid_23.00_115.20,115.2,23.0,47.576
c_o3_high_day,grid_23.00_115.40,115.4,23.0,52.615
c_o3_high_day,grid_23.00_115.60,115.6,23.0,52.615
c_o3_high_day,grid_23.20_112.00,112.0,23.2,58.928
c_o3_high_day,grid_23.20_112.20,112.2,23.2,60.077
c_o3_high_day,grid_23.20_112.40,112.4,23.2,60.077
c_o3_high_day,grid_23.20_112.60,112.6,23.2,67.347
c_o3_high_day,grid_23.20_112.80,112.8,23.2,67.347
c_o3_high_day,grid_23.20_113.00,113.0,23.2,60.969
c_o3_high_day,grid_23.20_113.20,113.2,23.2,60.969
c_o3_high_day,grid_23.20_113.40,113.4,23.2,50.701
c_o3_high_day,grid_23.20_113.60,113.6,23.2,50.701
c_o3_high_day,grid_23.20_113.80,113.8,23.2,50.701
c_o3_high_day,grid_23.20_114.00,114.0,23.2,52.423
c_o3_high_day,grid_23.20_114.20,114.2,23.2,55.102
c_o3_high_day,grid_23.20_114.40,114.4,23.2,55.102
c_o3_high_day,grid_23.20_114.60,114.6,23.2,51.849
c_o3_high_day,grid_23.20_114.80,114.8,23.2,51.849
c_o3_high_day,grid_23.20_115.00,115.0,23.2,47.576
c_o3_high_day,grid_23.20_115.20,115.2,23.2,47.576
c_o3_high_day,grid_23.20_115.40,115.4,23.2,52.615
c_o3_high_day,grid_23.20_115.60,115.6,23.2,52.615
c_o3_high_day,grid_23.40_112.00,112.0,23.4,56.25
c_o3_high_day,grid_23.40_112.20,112.2,23.4,55.357
c_o3_high_day,grid_23.40_112.40,112.4,23.4,55.357
c_o3_high_day,grid_23.40_112.60,112.6,23.4,58.929
c_o3_high_day,grid_23.40_112.80,112.8,23.4,58.929
c_o3_high_day,grid_23.40_113.00,113.0,23.4,59.503
c_o3_high_day,grid_23.40_113.20,113.2,23.4,59.503
c_o3_high_day,grid_23.40_113.40,113.4,23.4,49.809
c_o3_high_day,grid_23.40_113.60,113.6,23.4,49.809
c_o3_high_day,grid_23.40_113.80,113.8,23.4,49.809
c_o3_high_day,grid_23.40_114.00,114.0,23.4,42.538
c_o3_high_day,grid_23.40_114.20,114.2,23.4,46.173
c_o3_high_day,grid_23.40_114.40,114.4,23.4,46.173
c_o3_high_day,grid_23.40_114.60,114.6,23.4,47.194
c_o3_high_day,grid_23.40_114.80,114.8,23.4,47.194
c_o3_high_day,grid_23.40_115.00,115.0,23.4,45.408
c_o3_high_day,grid_23.40_115.20,115.2,23.4,45.408
c_o3_high_day,grid_23.40_115.40,115.4,23.4,49.362
c_o3_high_day,grid_23.40_115.60,115.6,23.4,49.362
c_o3_high_day,grid_23.60_112.00,112.0,23.6,56.25
c_o3_high_day,grid_23.60_112.20,112.2,23.6,55.357
c_o3_high_day,grid_23.60_112.40,112.4,23.6,55.357
c_o3_high_day,grid_23.60_112.60,112.6,23.6,58.929
c_o3_high_day,grid_23.60_112.80,112.8,23.6,58.929
c_o3_high_day,grid_23.60_113.00,113.0,23.6,59.503
c_o3_high_day,grid_23.60_113.20,113.2,23.6,59.503
c_o3_high_day,grid_23.60_113.40,113.4,23.6,49.809
c_o3_high_day,grid_23.60_113.60,113.6,23.6,49.809
c_o3_high_day,grid_23.60_113.80,113.8,23.6,49.809
c_o3_high_day,grid_23.60_114.00,114.0,23.6,42.538
c_o3_high_day,grid_23.60_114.20,114.2,23.6,46.173
c_o3_high_day,grid_23.60_114.40,114.4,23.6,46.173
c_o3_high_day,grid_23.60_114.60,114.6,23.6,47.194
c_o3_high_day,grid_23.60_114.80,114.8,23.6,47.194
c_o3_high_day,grid_23.60_115.00,115.0,23.6,45.408
c_o3_high_day,grid_23.60_115.20,115.2,23.6,45.408
c_o3_high_day,grid_23.60_115.40,115.4,23.6,49.362
c_o3_high_day,grid_23.60_115.60,115.6,23.6,49.362
c_o3_high_day,grid_23.80_112.00,112.0,23.8,54.719
c_o3_high_day,grid_23.80_112.20,112.2,23.8,53.89
c_o3_high_day,grid_23.80_112.40,112.4,23.8,53.89
c_o3_high_day,grid_23.80_112.60,112.6,23.8,54.337
c_o3_high_day,grid_23.80_112.80,112.8,23.8,54.337
c_o3_high_day,grid_23.80_113.00,113.0,23.8,58.355
c_o3_high_day,grid_23.80_113.20,113.2,23.8,58.355
c_o3_high_day,grid_23.80_113.40,113.4,23.8,53.253
c_o3_high_day,grid_23.80_113.60,113.6,23.8,53.253
c_o3_high_day,grid_23.80_113.80,113.8,23.8,53.253
c_o3_high_day,grid_23.80_114.00,114.0,23.8,41.837
c_o3_high_day,grid_23.80_114.20,114.2,23.8,42.092
c_o3_high_day,grid_23.80_114.40,114.4,23.8,42.092
c_o3_high_day,grid_23.80_114.60,114.6,23.8,41.518
c_o3_high_day,grid_23.80_114.80,114.8,23.8,41.518
c_o3_high_day,grid_23.80_115.00,115.0,23.8,42.666
c_o3_high_day,grid_23.80_115.20,115.2,23.8,42.666
c_o3_high_day,grid_23.80_115.40,115.4,23.8,46.046
c_o3_high_day,grid_23.80_115.60,115.6,23.8,46.046
c_o3_high_day,grid_24.00_112.00,112.0,24.0,54.719
c_o3_high_day,grid_24.00_112.20,112.2,24.0,53.89
c_o3_high_day,grid_24.00_112.40,112.4,24.0,53.89
c_o3_high_day,grid_24.00_112.60,112.6,24.0,54.337
c_o3_high_day,grid_24.00_112.80,112.8,24.0,54.337
c_o3_high_day,grid_24.00_113.00,113.0,24.0,58.355
c_o3_high_day,grid_24.00_113.20,113.2,24.0,58.355
c_o3_high_day,grid_24.00_113.40,113.4,24.0,53.253
c_o3_high_day,grid_24.00_113.60,113.6,24.0,53.253
c_o3_high_day,grid_24.00_113.80,113.8,24.0,53.253
c_o3_high_day,grid_24.00_114.00,114.0,24.0,41.837
c_o3_high_day,grid_24.00_114.20,114.2,24.0,42.092
c_o3_high_day,grid_24.00_114.40,114.4,24.0,42.092
c_o3_high_day,grid_24.00_114.60,114.6,24.0,41.518
c_o3_high_day,grid_24.00_114.80,114.8,24.0,41.518
c_o3_high_day,grid_24.00_115.00,115.0,24.0,42.666
c_o3_high_day,grid_24.00_115.20,115.2,24.0,42.666
c_o3_high_day,grid_24.00_115.40,115.4,24.0,46.046
c_o3_high_day,grid_24.00_115.60,115.6,24.0,46.046
d_t2,grid_21.80_112.00,112.0,21.8,27.946
d_t2,grid_21.80_112.20,112.2,21.8,27.112
d_t2,grid_21.80_112.40,112.4,21.8,26.8
d_t2,grid_21.80_112.60,112.6,21.8,27.637
d_t2,grid_21.80_112.80,112.8,21.8,27.417
d_t2,grid_21.80_113.00,113.0,21.8,27.762
d_t2,grid_21.80_113.20,113.2,21.8,28.529
d_t2,grid_21.80_113.40,113.4,21.8,28.608
d_t2,grid_21.80_113.60,113.6,21.8,28.929
d_t2,grid_21.80_113.80,113.8,21.8,29.283
d_t2,grid_21.80_114.00,114.0,21.8,29.637
d_t2,grid_21.80_114.20,114.2,21.8,29.758
d_t2,grid_21.80_114.40,114.4,21.8,29.738
d_t2,grid_21.80_114.60,114.6,21.8,29.663
d_t2,grid_21.80_114.80,114.8,21.8,29.654
d_t2,grid_21.80_115.00,115.0,21.8,29.546
d_t2,grid_21.80_115.20,115.2,21.8,29.529
d_t2,grid_21.80_115.40,115.4,21.8,29.4
d_t2,grid_21.80_115.60,115.6,21.8,29.392
d_t2,grid_22.00_112.00,112.0,22.0,25.792
d_t2,grid_22.00_112.20,112.2,22.0,27.242
d_t2,grid_22.00_112.40,112.4,22.0,27.083
d_t2,grid_22.00_112.60,112.6,22.0,26.467
d_t2,grid_22.00_112.80,112.8,22.0,26.925
d_t2,grid_22.00_113.00,113.0,22.0,27.321
d_t2,grid_22.00_113.20,113.2,22.0,26.837
d_t2,grid_22.00_113.40,113.4,22.0,27.867
d_t2,grid_22.00_113.60,113.6,22.0,28.846
d_t2,grid_22.00_113.80,113.8,22.0,29.004
d_t2,grid_22.00_114.00,114.0,22.0,29.367
d_t2,grid_22.00_114.20,114.2,22.0,28.396
d_t2,grid_22.00_114.40,114.4,22.0,29.733
d_t2,grid_22.00_114.60,114.6,22.0,29.746
d_t2,grid_22.00_114.80,114.8,22.0,29.713
d_t2,grid_22.00_115.00,115.0,22.0,29.721
d_t2,grid_22.00_115.20,115.2,22.0,29.583
d_t2,grid_22.00_115.40,115.4,22.0,29.608
d_t2,grid_22.00_115.60,115.6,22.0,29.4
d_t2,grid_22.20_112.00,112.0,22.2,25.979
d_t2,grid_22.20_112.20,112.2,22.2,25.15
d_t2,grid_22.20_112.40,112.4,22.2,26.983
d_t2,grid_22.20_112.60,112.6,22.2,26.971
d_t2,grid_22.20_112.80,112.8,22.2,27.537
d_t2,grid_22.20_113.00,113.0,22.2,25.604
d_t2,grid_22.20_113.20,113.2,22.2,27.617
d_t2,grid_22.20_113.40,113.4,22.2,27.567
d_t2,grid_22.20_113.60,113.6,22.2,27.912
d_t2,grid_22.20_113.80,113.8,22.2,28.579
d_t2,grid_22.20_114.00,114.0,22.2,28.579
d_t2,grid_22.20_114.20,114.2,22.2,29.438
d_t2,grid_22.20_114.40,114.4,22.2,29.587
d_t2,grid_22.20_114.60,114.6,22.2,29.829
d_t2,grid_22.20_114.80,114.8,22.2,29.825
d_t2,grid_22.20_115.00,115.0,22.2,29.85
d_t2,grid_22.20_115.20,115.2,22.2,29.829
d_t2,grid_22.20_115.40,115.4,22.2,29.704
d_t2,grid_22.20_115.60,115.6,22.2,29.483
d_t2,grid_22.40_112.00,112.0,22.4,26.521
d_t2,grid_22.40_112.20,112.2,22.4,25.55
d_t2,grid_22.40_112.40,112.4,22.4,27.496
d_t2,grid_22.40_112.60,112.6,22.4,27.433
d_t2,grid_22.40_112.80,112.8,22.4,27.525
d_t2,grid_22.40_113.00,113.0,22.4,27.387
d_t2,grid_22.40_113.20,113.2,22.4,28.029
d_t2,grid_22.40_113.40,113.4,22.4,27.363
d_t2,grid_22.40_113.60,113.6,22.4,27.796
d_t2,grid_22.40_113.80,113.8,22.4,28.525
d_t2,grid_22.40_114.00,114.0,22.4,26.517
d_t2,grid_22.40_114.20,114.2,22.4,27.512
d_t2,grid_22.40_114.40,114.4,22.4,28.579
d_t2,grid_22.40_114.60,114.6,22.4,29.333
d_t2,grid_22.40_114.80,114.8,22.4,29.838
d_t2,grid_22.40_115.00,115.0,22.4,29.817
d_t2,grid_22.40_115.20,115.2,22.4,29.821
d_t2,grid_22.40_115.40,115.4,22.4,29.625
d_t2,grid_22.40_115.60,115.6,22.4,29.608
d_t2,grid_22.60_112.00,112.0,22.6,26.712
d_t2,grid_22.60_112.20,112.2,22.6,27.196
d_t2,grid_22.60_112.40,112.4,22.6,27.079
d_t2,grid_22.60_112.60,112.6,22.6,26.987
d_t2,grid_22.60_112.80,112.8,22.6,27.5
d_t2,grid_22.60_113.00,113.0,22.6,27.667
d_t2,grid_22.60_113.20,113.2,22.6,27.821
d_t2,grid_22.60_113.40,113.4,22.6,27.996
d_t2,grid_22.60_113.60,113.6,22.6,28.054
d_t2,grid_22.60_113.80,113.8,22.6,28.067
d_t2,grid_22.60_114.00,114.0,22.6,27.696
d_t2,grid_22.60_114.20,114.2,22.6,27.604
d_t2,grid_22.60_114.40,114.4,22.6,27.779
d_t2,grid_22.60_114.60,114.6,22.6,29.038
d_t2,grid_22.60_114.80,114.8,22.6,29.092
d_t2,grid_22.60_115.00,115.0,22.6,29.271
d_t2,grid_22.60_115.20,115.2,22.6,29.492
d_t2,grid_22.60_115.40,115.4,22.6,29.808
d_t2,grid_22.60_115.60,115.6,22.6,29.692
d_t2,grid_22.80_112.00,112.0,22.8,25.942
d_t2,grid_22.80_112.20,112.2,22.8,27.1
d_t2,grid_22.80_112.40,112.4,22.8,26.525
d_t2,grid_22.80_112.60,112.6,22.8,27.079
d_t2,grid_22.80_112.80,112.8,22.8,26.954
d_t2,grid_22.80_113.00,113.0,22.8,27.871
d_t2,grid_22.80_113.20,113.2,22.8,28.137
d_t2,grid_22.80_113.40,113.4,22.8,27.892
d_t2,grid_22.80_113.60,113.6,22.8,28.067
d_t2,grid_22.80_113.80,113.8,22.8,27.767
d_t2,grid_22.80_114.00,114.0,22.8,27.65
d_t2,grid_22.80_114.20,114.2,22.8,27.267
d_t2,grid_22.80_114.40,114.4,22.8,27.042
d_t2,grid_22.80_114.60,114.6,22.8,27.462
d_t2,grid_22.80_114.80,114.8,22.8,28.546
d_t2,grid_22.80_115.00,115.0,22.8,28.2
d_t2,grid_22.80_115.20,115.2,22.8,28.883
d_t2,grid_22.80_115.40,115.4,22.8,28.783
d_t2,grid_22.80_115.60,115.6,22.8,29.15
d_t2,grid_23.00_112.00,112.0,23.0,26.854
d_t2,grid_23.00_112.20,112.2,23.0,27.154
d_t2,grid_23.00_112.40,112.4,23.0,27.613
d_t2,grid_23.00_112.60,112.6,23.0,27.746
d_t2,grid_23.00_112.80,112.8,23.0,27.421
d_t2,grid_23.00_113.00,113.0,23.0,27.913
d_t2,grid_23.00_113.20,113.2,23.0,28.221
d_t2,grid_23.00_113.40,113.4,23.0,28.133
d_t2,grid_23.00_113.60,113.6,23.0,28.296
d_t2,grid_23.00_113.80,113.8,23.0,28.033
d_t2,grid_23.00_114.00,114.0,23.0,28.475
d_t2,grid_23.00_114.20,114.2,23.0,27.688
d_t2,grid_23.00_114.40,114.4,23.0,27.571
d_t2,grid_23.00_114.60,114.6,23.0,28.133
d_t2,grid_23.00_114.80,114.8,23.0,28.3
d_t2,grid_23.00_115.00,115.0,23.0,26.758
d_t2,grid_23.00_115.20,115.2,23.0,28.825
d_t2,grid_23.00_115.40,115.4,23.0,28.583
d_t2,grid_23.00_115.60,115.6,23.0,28.483
d_t2,grid_23.20_112.00,112.0,23.2,27.333
d_t2,grid_23.20_112.20,112.2,23.2,26.95
d_t2,grid_23.20_112.40,112.4,23.2,28.162
d_t2,grid_23.20_112.60,112.6,23.2,28.233
d_t2,grid_23.20_112.80,112.8,23.2,28.05
d_t2,grid_23.20_113.00,113.0,23.2,28.008
d_t2,grid_23.20_113.20,113.2,23.2,28.233
d_t2,grid_23.20_113.40,113.4,23.2,27.646
d_t2,grid_23.20_113.60,113.6,23.2,27.85
d_t2,grid_23.20_113.80,113.8,23.2,28.417
d_t2,grid_23.20_114.00,114.0,23.2,28.108
d_t2,grid_23.20_114.20,114.2,23.2,27.442
d_t2,grid_23.20_114.40,114.4,23.2,27.783
d_t2,grid_23.20_114.60,114.6,23.2,28.467
d_t2,grid_23.20_114.80,114.8,23.2,26.208
d_t2,grid_23.20_115.00,115.0,23.2,27.863
d_t2,grid_23.20_115.20,115.2,23.2,27.35
d_t2,grid_23.20_115.40,115.4,23.2,26.375
d_t2,grid_23.20_115.60,115.6,23.2,28.488
d_t2,grid_23.40_112.00,112.0,23.4,26.238
d_t2,grid_23.40_112.20,112.2,23.4,25.688
d_t2,grid_23.40_112.40,112.4,23.4,27.117
d_t2,grid_23.40_112.60,112.6,23.4,27.575
d_t2,grid_23.40_112.80,112.8,23.4,26.754
d_t2,grid_23.40_113.00,113.0,23.4,28.033
d_t2,grid_23.40_113.20,113.2,23.4,28.275
d_t2,grid_23.40_113.40,113.4,23.4,27.938
d_t2,grid_23.40_113.60,113.6,23.4,27.846
d_t2,grid_23.40_113.80,113.8,23.4,28.142
d_t2,grid_23.40_114.00,114.0,23.4,27.312
d_t2,grid_23.40_114.20,114.2,23.4,26.946
d_t2,grid_23.40_114.40,114.4,23.4,27.979
d_t2,grid_23.40_114.60,114.6,23.4,27.979
d_t2,grid_23.40_114.80,114.8,23.4,27.925
d_t2,grid_23.40_115.00,115.0,23.4,27.058
d_t2,grid_23.40_115.20,115.2,23.4,26.004
d_t2,grid_23.40_115.40,115.4,23.4,26.029
d_t2,grid_23.40_115.60,115.6,23.4,27.125
d_t2,grid_23.60_112.00,112.0,23.6,27.058
d_t2,grid_23.60_112.20,112.2,23.6,27.267
d_t2,grid_23.60_112.40,112.4,23.6,27.354
d_t2,grid_23.60_112.60,112.6,23.6,27.421
d_t2,grid_23.60_112.80,112.8,23.6,28.387
d_t2,grid_23.60_113.00,113.0,23.6,28.3
d_t2,grid_23.60_113.20,113.2,23.6,27.667
d_t2,grid_23.60_113.40,113.4,23.6,27.987
d_t2,grid_23.60_113.60,113.6,23.6,28.117
d_t2,grid_23.60_113.80,113.8,23.6,25.133
d_t2,grid_23.60_114.00,114.0,23.6,28.879
d_t2,grid_23.60_114.20,114.2,23.6,27.837
d_t2,grid_23.60_114.40,114.4,23.6,28.404
d_t2,grid_23.60_114.60,114.6,23.6,28.208
d_t2,grid_23.60_114.80,114.8,23.6,27.092
d_t2,grid_23.60_115.00,115.0,23.6,25.754
d_t2,grid_23.60_115.20,115.2,23.6,26.429
d_t2,grid_23.60_115.40,115.4,23.6,26.338
d_t2,grid_23.60_115.60,115.6,23.6,26.5
